episode,phase,step0_tool,reward,success,top_patterns
865,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.099|textblob.TextBlob:0.075|textblob.TextBlob:0.074
866,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.099|textblob.TextBlob:0.075
867,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.094|textblob.TextBlob:0.093|textblob.TextBlob:0.080
868,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.097|textblob.TextBlob:0.096|textblob.TextBlob:0.095
869,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.097|textblob.TextBlob:0.096
870,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.094|textblob.TextBlob:0.091
871,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.122|textblob.TextBlob:0.109|textblob.TextBlob:0.093
872,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.122|textblob.TextBlob:0.109|textblob.TextBlob:0.100
873,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.122|textblob.TextBlob:0.109|textblob.TextBlob:0.100
874,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.122|textblob.TextBlob:0.109|textblob.TextBlob:0.100
875,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.099|textblob.TextBlob:0.079
876,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.100|textblob.TextBlob:0.099
877,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.100|textblob.TextBlob:0.100
878,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.100|textblob.TextBlob:0.100
879,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.088|textblob.TextBlob:0.085|textblob.TextBlob:0.078
880,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.088|textblob.TextBlob:0.085
881,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.089|textblob.TextBlob:0.075
882,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.090|textblob.TextBlob:0.089
883,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.090
884,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
885,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
886,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
887,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.067|textblob.TextBlob:0.067|textblob.TextBlob:0.065
888,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.067|textblob.TextBlob:0.067
889,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.067
890,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.081|textblob.TextBlob:0.079|textblob.TextBlob:0.062
891,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.080|textblob.TextBlob:0.080|textblob.TextBlob:0.067
892,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.080|textblob.TextBlob:0.080|textblob.TextBlob:0.078
893,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.080|textblob.TextBlob:0.080
894,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.080
895,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
896,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
897,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
898,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.067|textblob.TextBlob:0.067|textblob.TextBlob:0.067
899,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.067|textblob.TextBlob:0.067
900,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.067
901,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.083|textblob.TextBlob:0.083|textblob.TextBlob:0.062
902,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.083|textblob.TextBlob:0.083
903,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.081|textblob.TextBlob:0.078
904,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.090|textblob.TextBlob:0.081
905,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.083|textblob.TextBlob:0.081
906,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.090|textblob.TextBlob:0.083
907,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.088|textblob.TextBlob:0.082
908,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.090|textblob.TextBlob:0.088
909,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.088|textblob.TextBlob:0.084
910,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.101|textblob.TextBlob:0.092|textblob.TextBlob:0.091
911,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.101|textblob.TextBlob:0.100|textblob.TextBlob:0.092
912,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.101|textblob.TextBlob:0.100|textblob.TextBlob:0.100
913,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.101|textblob.TextBlob:0.100|textblob.TextBlob:0.100
914,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.089|textblob.TextBlob:0.078|textblob.TextBlob:0.076
915,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.097|textblob.TextBlob:0.088|textblob.TextBlob:0.080
916,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.097|textblob.TextBlob:0.088
917,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.096|textblob.TextBlob:0.087|textblob.TextBlob:0.087
918,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.096|textblob.TextBlob:0.087
919,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.096
920,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
921,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.078|textblob.TextBlob:0.075
922,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.087|textblob.TextBlob:0.080
923,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.123|textblob.TextBlob:0.093|textblob.TextBlob:0.089
924,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.123|textblob.TextBlob:0.100|textblob.TextBlob:0.093
925,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.126|textblob.TextBlob:0.092|textblob.TextBlob:0.088
926,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.135|textblob.TextBlob:0.096|textblob.TextBlob:0.092
927,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.138|textblob.TextBlob:0.102|textblob.TextBlob:0.099
928,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.138|textblob.TextBlob:0.102|textblob.TextBlob:0.100
929,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.138|textblob.TextBlob:0.102|textblob.TextBlob:0.100
930,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.115|textblob.TextBlob:0.095|textblob.TextBlob:0.088
931,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.115|textblob.TextBlob:0.100|textblob.TextBlob:0.095
932,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.100|textblob.TextBlob:0.097|textblob.TextBlob:0.094
933,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.097
934,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
935,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
936,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.089|textblob.TextBlob:0.083|textblob.TextBlob:0.081
937,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.107|textblob.TextBlob:0.097|textblob.TextBlob:0.094
938,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.127|textblob.TextBlob:0.107|textblob.TextBlob:0.104
939,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.127|textblob.TextBlob:0.107|textblob.TextBlob:0.104
940,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.133|textblob.TextBlob:0.105|textblob.TextBlob:0.100
941,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.133|textblob.TextBlob:0.105|textblob.TextBlob:0.100
942,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.133|textblob.TextBlob:0.105|textblob.TextBlob:0.100
943,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.133|textblob.TextBlob:0.105|textblob.TextBlob:0.100
944,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.133|textblob.TextBlob:0.105|textblob.TextBlob:0.100
945,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.100|textblob.TextBlob:0.079|textblob.TextBlob:0.074
946,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.097|textblob.TextBlob:0.086|textblob.TextBlob:0.083
947,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.097|textblob.TextBlob:0.086
948,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.097
949,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.087|textblob.TextBlob:0.085|textblob.TextBlob:0.081
950,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.087|textblob.TextBlob:0.085
951,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.087
952,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
953,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
954,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
955,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
956,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
957,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.062|textblob.TextBlob:0.060|textblob.TextBlob:0.060
958,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.072|textblob.TextBlob:0.065|textblob.TextBlob:0.065
959,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.084|textblob.TextBlob:0.074|textblob.TextBlob:0.073
960,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.085|textblob.TextBlob:0.080
961,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.094|textblob.TextBlob:0.090
962,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.115|textblob.TextBlob:0.099|textblob.TextBlob:0.099
963,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.126|textblob.TextBlob:0.109|textblob.TextBlob:0.099
964,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.135|textblob.TextBlob:0.120|textblob.TextBlob:0.097
965,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.140|textblob.TextBlob:0.136|textblob.TextBlob:0.097
966,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.153|textblob.TextBlob:0.135|textblob.TextBlob:0.096
967,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.166|textblob.TextBlob:0.129|textblob.TextBlob:0.092
968,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.179|textblob.TextBlob:0.123|textblob.TextBlob:0.087
969,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.195|textblob.TextBlob:0.119|textblob.TextBlob:0.081
970,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.213|textblob.TextBlob:0.115|textblob.TextBlob:0.079
971,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.236|textblob.TextBlob:0.104|textblob.TextBlob:0.081
972,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.253|textblob.TextBlob:0.092|textblob.TextBlob:0.082
973,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.257|textblob.TextBlob:0.085|textblob.TextBlob:0.082
974,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.251|textblob.TextBlob:0.087|textblob.TextBlob:0.084
975,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.236|textblob.TextBlob:0.092|textblob.TextBlob:0.088
976,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.217|textblob.TextBlob:0.102|textblob.TextBlob:0.086
977,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.197|textblob.TextBlob:0.114|textblob.TextBlob:0.083
978,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.176|textblob.TextBlob:0.130|textblob.TextBlob:0.081
979,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.155|textblob.TextBlob:0.150|textblob.TextBlob:0.078
980,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.175|textblob.TextBlob:0.133|textblob.TextBlob:0.074
981,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.202|textblob.TextBlob:0.112|textblob.TextBlob:0.070
982,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.225|textblob.TextBlob:0.093|textblob.TextBlob:0.070
983,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.244|textblob.TextBlob:0.077|textblob.TextBlob:0.068
984,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.257|textblob.TextBlob:0.065|textblob.TextBlob:0.065
985,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.266|textblob.TextBlob:0.064|textblob.TextBlob:0.062
986,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.268|textblob.TextBlob:0.062|textblob.TextBlob:0.061
987,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.267|textblob.TextBlob:0.069|textblob.TextBlob:0.066
988,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.262|textblob.TextBlob:0.080|textblob.TextBlob:0.076
989,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.253|textblob.TextBlob:0.091|textblob.TextBlob:0.086
990,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.244|textblob.TextBlob:0.101|textblob.TextBlob:0.098
991,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.233|textblob.TextBlob:0.114|textblob.TextBlob:0.105
992,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.222|textblob.TextBlob:0.133|textblob.TextBlob:0.110
993,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.208|textblob.TextBlob:0.156|textblob.TextBlob:0.114
994,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.193|textblob.TextBlob:0.183|textblob.TextBlob:0.118
995,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.214|textblob.TextBlob:0.177|textblob.TextBlob:0.120
996,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.249|textblob.TextBlob:0.161|textblob.TextBlob:0.119
997,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.273|textblob.TextBlob:0.147|textblob.TextBlob:0.120
998,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.298|textblob.TextBlob:0.132|textblob.TextBlob:0.118
999,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:0.323|textblob.TextBlob:0.118|textblob.TextBlob:0.115
0,Sensory Priming,standard,-1.0,0,re_findall:0.172|split:0.171|float:0.170
1,Sensory Priming,standard,-1.0,0,re_findall:0.181|split:0.176|float:0.173
2,Sensory Priming,standard,-1.0,0,re_findall:0.191|split:0.179|float:0.178
3,Sensory Priming,standard,-1.0,0,re_findall:0.206|float:0.183|split:0.182
4,Sensory Priming,standard,-1.0,0,re_findall:0.219|float:0.184|split:0.182
5,Sensory Priming,standard,-1.0,0,re_findall:0.230|float:0.186|split:0.181
6,Sensory Priming,standard,-1.0,0,re_findall:0.242|float:0.185|split:0.180
7,Sensory Priming,standard,-1.0,0,re_findall:0.254|float:0.186|list_modules:0.178
8,Sensory Priming,standard,-1.0,0,re_findall:0.266|float:0.188|list_modules:0.178
9,Sensory Priming,standard,-1.0,0,re_findall:0.281|float:0.189|list_modules:0.176
10,Sensory Priming,standard,-1.0,0,re_findall:0.298|float:0.190|list_modules:0.173
11,Sensory Priming,standard,-1.0,0,re_findall:0.319|float:0.191|list_modules:0.169
12,Sensory Priming,standard,-1.0,0,re_findall:0.347|float:0.190|list_modules:0.163
13,Sensory Priming,standard,-1.0,0,re_findall:0.382|float:0.186|list_modules:0.155
14,Sensory Priming,standard,-1.0,0,re_findall:0.427|float:0.179|list_modules:0.144
15,Sensory Priming,standard,-1.0,0,re_findall:0.484|float:0.167|list_modules:0.129
16,Sensory Priming,standard,-1.0,0,re_findall:0.557|float:0.149|list_modules:0.110
17,Sensory Priming,standard,-1.0,0,re_findall:0.645|float:0.123|list_modules:0.088
18,Sensory Priming,standard,-1.0,0,re_findall:0.742|float:0.092|list_modules:0.064
19,Sensory Priming,standard,-1.0,0,re_findall:0.833|float:0.061|list_modules:0.041
20,Sensory Priming,standard,-1.0,0,re_findall:0.904|float:0.035|list_modules:0.023
21,Sensory Priming,standard,-1.0,0,re_findall:0.950|float:0.019|list_modules:0.012
22,Sensory Priming,standard,-1.0,0,re_findall:0.976|float:0.009|list_modules:0.006
23,Sensory Priming,standard,-1.0,0,re_findall:0.989|float:0.004|list_modules:0.003
24,Sensory Priming,standard,-1.0,0,re_findall:0.995|float:0.002|list_modules:0.001
25,Sensory Priming,standard,-1.0,0,re_findall:0.998|float:0.001|list_modules:0.001
26,Sensory Priming,standard,-1.0,0,re_findall:0.999|float:0.000|list_modules:0.000
27,Sensory Priming,standard,-1.0,0,re_findall:1.000|float:0.000|list_modules:0.000
28,Sensory Priming,standard,-1.0,0,re_findall:1.000
29,Sensory Priming,standard,-1.0,0,re_findall:1.000
30,Sensory Priming,standard,-1.0,0,re_findall:1.000
31,Sensory Priming,standard,-1.0,0,re_findall:1.000
32,Sensory Priming,standard,-1.0,0,re_findall:1.000
33,Sensory Priming,standard,-1.0,0,re_findall:1.000
34,Sensory Priming,standard,-1.0,0,re_findall:1.000
35,Sensory Priming,standard,-1.0,0,re_findall:1.000
36,Sensory Priming,standard,-1.0,0,re_findall:1.000
37,Sensory Priming,standard,-1.0,0,re_findall:1.000
38,Sensory Priming,standard,-1.0,0,re_findall:1.000
39,Sensory Priming,standard,-1.0,0,re_findall:1.000
40,Sensory Priming,standard,-1.0,0,re_findall:1.000
41,Sensory Priming,standard,-1.0,0,re_findall:1.000
42,Sensory Priming,standard,-1.0,0,re_findall:1.000
43,Sensory Priming,standard,-1.0,0,re_findall:1.000
44,Sensory Priming,standard,-1.0,0,re_findall:1.000
45,Sensory Priming,standard,-1.0,0,re_findall:1.000
46,Sensory Priming,standard,-1.0,0,re_findall:1.000
47,Sensory Priming,standard,-1.0,0,re_findall:1.000
48,Sensory Priming,standard,-1.0,0,re_findall:1.000
49,Sensory Priming,standard,-1.0,0,re_findall:1.000
50,Sensory Priming,standard,-1.0,0,re_findall:1.000
51,Sensory Priming,standard,-1.0,0,re_findall:1.000
52,Sensory Priming,standard,-1.0,0,re_findall:1.000
53,Sensory Priming,standard,-1.0,0,re_findall:1.000
54,Sensory Priming,standard,-1.0,0,re_findall:1.000
55,Sensory Priming,standard,-1.0,0,re_findall:1.000
56,Sensory Priming,standard,-1.0,0,re_findall:1.000
57,Sensory Priming,standard,-1.0,0,re_findall:1.000
58,Sensory Priming,standard,-1.0,0,re_findall:1.000
59,Sensory Priming,standard,-1.0,0,re_findall:1.000
60,Sensory Priming,standard,-1.0,0,re_findall:1.000
61,Sensory Priming,standard,-1.0,0,re_findall:1.000
62,Sensory Priming,standard,-1.0,0,re_findall:1.000
63,Sensory Priming,standard,-1.0,0,re_findall:1.000
64,Sensory Priming,standard,-1.0,0,re_findall:1.000
65,Sensory Priming,standard,-1.0,0,re_findall:1.000
66,Sensory Priming,standard,-1.0,0,re_findall:1.000
67,Sensory Priming,standard,-1.0,0,re_findall:1.000
68,Sensory Priming,standard,-1.0,0,re_findall:1.000
69,Sensory Priming,standard,-1.0,0,re_findall:1.000
70,Sensory Priming,standard,-1.0,0,re_findall:1.000
71,Sensory Priming,standard,-1.0,0,re_findall:1.000
72,Sensory Priming,standard,-1.0,0,re_findall:1.000
